"","id","age","gender","race","income","education","region","hesitancy_q1","hesitancy_q2"
"3154",3154,44,"Male","White","Low","Bachelor's or higher","West",5,5
"3155",3155,44,"Male","White","Low","Some College","West",3,5
"3156",3156,36,"Male","Hispanic","Medium","Bachelor's or higher","Northeast",3,3
"3157",3157,69,"Female","White","Low","High School or less","West",5,5
"3158",3158,52,"Male","White","High","Bachelor's or higher","South",4,4
"3159",3159,36,"Male","White","High","Bachelor's or higher","South",5,5
"3160",3160,61,"Female","Hispanic","Low","Some College","Northeast",5,1
"3161",3161,56,"Male","White","High","Some College","Midwest",5,3
"3162",3162,48,"Male","White","Medium","High School or less","South",3,2
"3163",3163,57,"Female","White","Medium","Bachelor's or higher","Midwest",3,2
"3164",3164,34,"Female","White","Medium","High School or less","Midwest",3,2
"3165",3165,46,"Male","White","Medium","High School or less","Midwest",4,2
"3166",3166,32,"Male","Asian","Low","Some College","Northeast",4,1
"3167",3167,29,"Male","Hispanic","Medium","High School or less","Midwest",1,5
"3168",3168,44,"Female","Hispanic","Medium","High School or less","Midwest",5,2
"3169",3169,53,"Male","Asian","High","Some College","Northeast",3,3
"3170",3170,34,"Female","White","Medium","High School or less","South",2,2
"3171",3171,47,"Male","White","Medium","High School or less","Midwest",3,4
"3172",3172,18,"Female","White","Medium","Bachelor's or higher","West",4,5
"3173",3173,42,"Male","Hispanic","High","Some College","South",1,5
"3174",3174,71,"Male","White","Medium","Bachelor's or higher","Midwest",3,3
"3175",3175,29,"Male","White","High","Bachelor's or higher","South",5,5
"3176",3176,29,"Male","Hispanic","High","Some College","South",1,2
"3177",3177,46,"Male","White","Medium","Bachelor's or higher","South",3,2
"3178",3178,60,"Female","White","Low","High School or less","South",4,5
"3179",3179,72,"Male","Other","High","Some College","South",5,4
"3180",3180,90,"Male","White","Low","Bachelor's or higher","West",4,3
"3181",3181,64,"Male","White","Low","Bachelor's or higher","Northeast",2,5
"3182",3182,62,"Female","Other","Low","High School or less","Northeast",5,3
"3183",3183,87,"Female","White","Medium","High School or less","South",2,4
"3184",3184,45,"Female","White","Medium","High School or less","South",3,5
"3185",3185,46,"Female","White","Medium","Some College","West",3,5
"3186",3186,55,"Female","White","Low","Some College","Midwest",3,2
"3187",3187,24,"Female","Hispanic","Low","High School or less","Midwest",5,1
"3188",3188,18,"Female","Black","High","Some College","South",3,2
"3189",3189,83,"Female","White","Low","Some College","West",5,5
"3190",3190,40,"Male","White","Low","Some College","Midwest",3,5
"3191",3191,42,"Female","White","Low","Some College","Northeast",3,2
"3192",3192,32,"Female","White","Medium","High School or less","West",3,4
"3193",3193,53,"Female","White","High","Some College","South",5,2
"3194",3194,61,"Female","White","Medium","Some College","Midwest",5,4
"3195",3195,46,"Female","Hispanic","Medium","Some College","Northeast",3,3
"3196",3196,50,"Male","Hispanic","Low","Some College","West",3,5
"3197",3197,67,"Female","White","Medium","Some College","Midwest",2,3
"3198",3198,50,"Male","Hispanic","High","Some College","West",5,5
"3199",3199,40,"Male","White","Medium","High School or less","Northeast",1,3
"3200",3200,49,"Female","Black","Low","Bachelor's or higher","South",1,2
"3201",3201,35,"Female","White","Low","Some College","West",2,1
"3202",3202,52,"Female","White","Medium","High School or less","Northeast",1,3
"3203",3203,34,"Male","Black","High","Bachelor's or higher","Midwest",2,1
"3204",3204,75,"Female","White","Medium","High School or less","West",4,3
"3205",3205,18,"Female","Hispanic","High","High School or less","Northeast",5,1
"3206",3206,57,"Male","Hispanic","High","Some College","South",3,3
"3207",3207,41,"Male","Hispanic","Medium","High School or less","South",3,2
"3208",3208,86,"Male","Hispanic","Medium","High School or less","South",4,2
"3209",3209,46,"Female","Black","Low","High School or less","West",4,3
"3210",3210,59,"Female","Hispanic","High","Some College","Midwest",2,2
"3211",3211,57,"Male","Hispanic","Low","Some College","West",5,3
"3212",3212,54,"Male","White","High","Bachelor's or higher","West",1,3
"3213",3213,59,"Female","White","Low","Some College","South",1,3
"3214",3214,86,"Female","White","High","High School or less","West",1,2
"3215",3215,67,"Male","White","Medium","Some College","Midwest",5,5
"3216",3216,54,"Female","Asian","Medium","Bachelor's or higher","West",3,5
"3217",3217,82,"Female","White","Low","Some College","West",5,3
"3218",3218,60,"Female","White","Medium","High School or less","South",1,3
"3219",3219,62,"Male","White","Medium","Bachelor's or higher","South",1,2
"3220",3220,72,"Female","White","Medium","High School or less","West",2,2
"3221",3221,53,"Female","Black","High","Some College","Midwest",3,2
"3222",3222,63,"Male","White","High","Some College","Midwest",4,2
"3223",3223,45,"Female","Black","Low","Bachelor's or higher","West",1,2
"3224",3224,52,"Female","White","High","Bachelor's or higher","South",5,4
"3225",3225,51,"Female","Hispanic","Medium","High School or less","Midwest",2,2
"3226",3226,38,"Male","Asian","Medium","Bachelor's or higher","Northeast",5,3
"3227",3227,87,"Male","White","Low","High School or less","South",4,4
"3228",3228,40,"Male","White","Medium","High School or less","Northeast",1,4
"3229",3229,44,"Male","White","Medium","High School or less","West",2,2
"3230",3230,74,"Male","White","High","Some College","West",4,1
"3231",3231,50,"Female","White","High","Bachelor's or higher","Northeast",2,4
"3232",3232,71,"Male","Hispanic","Medium","Some College","West",1,3
"3233",3233,39,"Female","Hispanic","Low","High School or less","South",4,3
"3234",3234,50,"Male","White","Medium","Bachelor's or higher","Midwest",1,2
"3235",3235,45,"Male","White","High","Bachelor's or higher","South",4,1
"3236",3236,33,"Male","White","High","Bachelor's or higher","West",3,3
"3237",3237,45,"Female","White","Medium","Bachelor's or higher","Midwest",4,3
"3238",3238,38,"Male","White","Low","Bachelor's or higher","Northeast",4,1
"3239",3239,65,"Male","Hispanic","Medium","Some College","South",3,4
"3240",3240,45,"Male","White","High","Some College","West",1,3
"3241",3241,49,"Male","White","Medium","Bachelor's or higher","West",3,3
"3242",3242,35,"Female","White","High","Bachelor's or higher","Northeast",4,5
"3243",3243,54,"Female","Hispanic","Low","High School or less","Northeast",2,4
"3244",3244,21,"Male","White","Medium","Some College","South",5,2
"3245",3245,18,"Female","White","Medium","Bachelor's or higher","South",2,5
"3246",3246,84,"Female","Hispanic","Low","Bachelor's or higher","South",2,3
"3247",3247,64,"Female","White","Medium","High School or less","South",4,2
"3248",3248,61,"Male","White","Medium","Some College","West",1,3
"3249",3249,18,"Male","White","Low","High School or less","West",3,4
"3250",3250,62,"Male","White","Medium","High School or less","Northeast",4,5
"3251",3251,59,"Female","White","High","Some College","Midwest",3,2
"3252",3252,49,"Female","Black","Medium","Bachelor's or higher","South",5,2
"3253",3253,65,"Female","Asian","Low","Some College","West",2,3
"3254",3254,70,"Female","White","Low","High School or less","Midwest",4,3
"3255",3255,48,"Female","White","High","High School or less","Midwest",3,2
"3256",3256,85,"Female","Black","Medium","Bachelor's or higher","West",5,4
"3257",3257,68,"Female","Other","Medium","High School or less","Midwest",4,2
"3258",3258,72,"Male","White","Medium","Some College","Midwest",1,2
"3259",3259,44,"Female","White","Medium","High School or less","Northeast",3,4
"3260",3260,48,"Female","Other","Medium","High School or less","Northeast",1,3
"3261",3261,33,"Male","White","Low","Bachelor's or higher","Northeast",5,4
"3262",3262,57,"Male","White","Low","High School or less","South",3,3
"3263",3263,55,"Female","Hispanic","Medium","Some College","Northeast",3,2
"3264",3264,52,"Female","Other","Low","Bachelor's or higher","South",5,2
"3265",3265,38,"Female","Hispanic","High","High School or less","South",3,2
"3266",3266,46,"Female","Hispanic","Low","High School or less","Midwest",4,2
"3267",3267,86,"Female","White","Medium","Some College","South",4,4
"3268",3268,33,"Male","White","Medium","Bachelor's or higher","South",4,4
"3269",3269,43,"Female","White","Low","Some College","West",3,4
"3270",3270,25,"Male","Hispanic","High","High School or less","South",5,5
"3271",3271,28,"Male","White","Low","High School or less","South",2,3
"3272",3272,45,"Female","Hispanic","Medium","Bachelor's or higher","Northeast",3,3
"3273",3273,43,"Male","White","High","High School or less","Northeast",4,5
"3274",3274,39,"Male","Asian","High","High School or less","Northeast",4,3
"3275",3275,36,"Female","White","Low","Bachelor's or higher","South",1,1
"3276",3276,46,"Male","Hispanic","Low","Bachelor's or higher","South",2,4
"3277",3277,70,"Male","White","Medium","Some College","West",1,4
"3278",3278,44,"Female","White","Low","Some College","South",3,2
"3279",3279,27,"Male","Hispanic","High","Some College","Northeast",2,3
"3280",3280,31,"Female","White","Low","High School or less","South",4,3
"3281",3281,18,"Female","White","Medium","Some College","West",5,1
"3282",3282,19,"Female","White","High","High School or less","Midwest",3,3
"3283",3283,37,"Male","White","High","High School or less","South",4,2
"3284",3284,32,"Male","Black","Medium","High School or less","Midwest",4,5
"3285",3285,29,"Male","White","Low","High School or less","Northeast",3,2
"3286",3286,86,"Female","White","Medium","Bachelor's or higher","South",1,2
"3287",3287,82,"Male","White","High","Some College","South",2,5
"3288",3288,90,"Male","Other","High","Bachelor's or higher","Northeast",4,5
"3289",3289,64,"Female","Hispanic","Medium","Bachelor's or higher","Northeast",3,2
"3290",3290,47,"Female","White","Low","High School or less","West",4,4
"3291",3291,31,"Female","Black","Medium","High School or less","Northeast",4,2
"3292",3292,30,"Male","White","High","High School or less","West",2,5
"3293",3293,41,"Male","White","Medium","Some College","South",3,4
"3294",3294,73,"Female","Other","Medium","Some College","South",4,3
"3295",3295,62,"Female","White","Medium","High School or less","South",3,2
"3296",3296,66,"Male","White","Medium","Some College","Northeast",3,4
"3297",3297,47,"Female","White","High","Some College","West",3,1
"3298",3298,22,"Female","Asian","Medium","Bachelor's or higher","South",3,5
"3299",3299,56,"Male","Other","Low","High School or less","West",2,1
"3300",3300,46,"Female","Black","Low","Some College","South",1,1
"3301",3301,45,"Female","Asian","Medium","Bachelor's or higher","Midwest",5,3
"3302",3302,89,"Male","White","Medium","High School or less","South",3,3
"3303",3303,66,"Female","White","Medium","High School or less","West",2,3
"3304",3304,46,"Female","Hispanic","Medium","High School or less","West",3,5
"3305",3305,18,"Male","White","Low","Bachelor's or higher","West",5,2
"3306",3306,45,"Male","Black","Low","Some College","Northeast",4,5
"3307",3307,68,"Male","Asian","Low","High School or less","West",2,2
"3308",3308,57,"Female","Hispanic","Medium","Bachelor's or higher","West",2,1
"3309",3309,55,"Female","Asian","Low","High School or less","Midwest",2,2
"3310",3310,69,"Female","White","Low","Bachelor's or higher","Northeast",2,5
"3311",3311,47,"Male","White","Low","Some College","South",3,2
"3312",3312,44,"Male","White","High","High School or less","Northeast",3,3
"3313",3313,45,"Female","White","High","Some College","South",2,2
"3314",3314,63,"Female","White","High","Some College","Midwest",2,4
"3315",3315,45,"Male","Hispanic","Low","High School or less","Midwest",4,2
"3316",3316,64,"Male","White","Low","Bachelor's or higher","West",3,5
"3317",3317,28,"Male","White","Medium","High School or less","Midwest",4,5
"3318",3318,27,"Female","Hispanic","Medium","High School or less","Midwest",3,4
"3319",3319,52,"Female","White","Medium","High School or less","South",3,5
"3320",3320,64,"Male","White","Medium","Some College","Northeast",3,4
"3321",3321,43,"Female","White","Medium","Some College","Northeast",5,5
"3322",3322,40,"Female","White","Low","High School or less","Midwest",5,3
"3323",3323,18,"Female","Asian","Medium","High School or less","South",4,3
"3324",3324,57,"Female","White","Low","Bachelor's or higher","South",3,4
"3325",3325,34,"Female","White","Medium","High School or less","West",3,2
"3326",3326,57,"Male","White","Low","Bachelor's or higher","Midwest",2,3
"3327",3327,76,"Female","Black","Low","High School or less","Midwest",1,3
"3328",3328,41,"Male","Hispanic","Medium","Bachelor's or higher","West",2,1
"3329",3329,63,"Female","White","Medium","High School or less","West",5,3
"3330",3330,47,"Female","White","Medium","High School or less","Midwest",3,1
"3331",3331,57,"Female","White","Medium","High School or less","South",4,2
"3332",3332,29,"Male","White","Low","High School or less","West",3,5
"3333",3333,58,"Female","Black","Medium","High School or less","South",2,2
"3334",3334,73,"Female","White","Low","High School or less","South",4,3
"3335",3335,82,"Male","White","Medium","High School or less","Northeast",2,5
"3336",3336,29,"Male","Asian","High","High School or less","Northeast",5,3
"3337",3337,60,"Male","White","Medium","High School or less","South",2,5
"3338",3338,41,"Male","Asian","Medium","Some College","South",2,4
"3339",3339,59,"Male","White","High","High School or less","South",5,3
"3340",3340,47,"Female","Hispanic","High","Some College","West",4,1
"3341",3341,46,"Female","White","High","High School or less","West",5,4
"3342",3342,62,"Male","Hispanic","Medium","Bachelor's or higher","South",2,4
"3343",3343,63,"Male","White","Medium","High School or less","West",4,3
"3344",3344,55,"Male","White","Low","Some College","Midwest",5,4
"3345",3345,58,"Female","White","Low","High School or less","South",3,2
"3346",3346,57,"Male","White","Low","Bachelor's or higher","West",1,2
"3347",3347,55,"Female","White","Medium","Bachelor's or higher","South",5,4
"3348",3348,52,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",5,2
