Page number	proj no	State	city	county	name of facility	control	category	type const	adj fac	beds provided	Total	Hill-Burton Funds	Month	Year	Status
182	0080	Nebraska	Norfolk	Madison	Lutheran Comm Hosp	1	1	1	-	75	"1,584,262"	"619,216"	05	64	3
183	D080	Nebraska	Norfolk	Madison	Lutheran Comm Hosp	1	9	1	-	-	"88,195"	"34,827"	05	64	3
183	0030	Nebraska	Norfolk	Madison	Our Lady Of Lourdes	1	1	1	8	-	"67,174"	"35,777"	04	50	3
183	0042	Nebraska	North Platte	Lincoln	North Platte Mem Hosp	1	1	1	-	48	"576,877"	"226,509"	01	55	3
183	0007	Nebraska	Oakland	Burt	Oakland Memorial Hosp	1	1	1	-	20	"247,875"	"82,018"	06	48	3
183	0034	Nebraska	Ogallala	Keith	Ogallala Comm Hosp	1	1	1	-	30	"450,990"	"238,599"	03	51	3
183	0085	Nebraska	Omaha	Douglas	Archbishop Bergan Hosp	1	1	1	-	238	"4,974,744"	"1,962,137"	11	61	3
183	D085	Nebraska	Omaha	Douglas	Archbishop Bergan Hosp	1	9	1	-	-	"226,706"	"90,682"	11	61	3
183	0048	Nebraska	Omaha	Douglas	Bishop Clarkson Hosp	1	1	1	8	-	"4,683,852"	"280,244"	10	55	3
183	0081	Nebraska	Omaha	Douglas	Bishop Clarkson Hosp	1	1	2	6	-	"2,198,565"	"300,000"	08	60	3
183	0051	Nebraska	Omaha	Douglas	Booth Hosp	1	4	5	-	32	"444,621"	"100,000"	02	56	3
183	0057	Nebraska	Omaha	Douglas	C Louis Meyer Mem	1	9	1	-	-	"1,013,910"	"402,649"	03	57	3
183	0076	Nebraska	Omaha	Douglas	Childrens Mem Hosp	1	1	5	4	60	"1,405,917"	"562,367"	07	60	3
183	A076	Nebraska	Omaha	Douglas	Childrens Mem Hosp	1	9	5	-	-	"268,373"	"107,350"	07	60	3
183	0031	Nebraska	Omaha	Douglas	Creighton Mem ST Joseph	1	1	2	4	-	"2,189,443"	"198,515"	01	51	3
183	0082	Nebraska	Omaha	Douglas	Creighton Mem ST Joseph	1	1	2	6	-	"3,033,146"	"1,150,324"	06	61	3
183	0071	Nebraska	Omaha	Douglas	Goodwill Industries	1	6	1	-	-	"687,291"	"270,126"	02	60	3
183	0058	Nebraska	Omaha	Douglas	Hattie B Monroe Home	1	0	1	-	40	"660,921"	"259,485"	06	57	3
183	B049	Nebraska	Omaha	Douglas	Immanuel Hosp	1	9	5	-	-	"376,532"	"150,003"	02	56	3
183	0038	Nebraska	Omaha	Douglas	Immanuel Hosp	1	1	2	6	-	"578,821"	"285,655"	04	53	3
183	A049	Nebraska	Omaha	Douglas	Immanuel Hosp	1	1	5	-	33	"1,398,777"	"374,537"	02	56	3
183	C052	Nebraska	Omaha	Douglas	Lutheran Gen Hosp	1	9	5	-	-	"99,342"	"39,736"	04	56	3
183	B052	Nebraska	Omaha	Douglas	Lutheran Gen Hosp	1	6	5	-	-	"221,234"	"88,494"	04	56	3
183	A052	Nebraska	Omaha	Douglas	Lutheran Gen Hosp	1	1	5	-	75	"286,114"	"112,089"	04	56	3
183	0037	Nebraska	Omaha	Douglas	Nebr Psych Institute	4	3	1	-	90	"1,655,078"	"518,974"	03	52	3
183	0062	Nebraska	Omaha	Douglas	Nebr Psych Institute	4	6	2	-	-	"507,958"	"43,354"	06	58	3
183	0072	Nebraska	Omaha	Douglas	Nebraska Methodist Hosp	1	1	5	6	-	"901,529"	"359,582"	10	59	3
183	0059	Nebraska	Omaha	Douglas	ST Catherines Hosp	1	1	2	6	-	"721,812"	"284,030"	12	57	3
183	0087	Nebraska	Omaha	Douglas	Univ Of Nebr Hosp	4	6	5	-	-	"885,756"	"78,168"	06	62	3
183	0056	Nebraska	Omaha	Douglas	Univ Of Nebr Hosp	4	1	2	2	-	"1,102,715"	"121,500"	11	56	3
183	0108	Nebraska	Omaha	Douglas	Univ Of Nebr Rad CTR	4	9	5	4	-	"522,815"	"174,708"	03	67	3
183	0011	Nebraska	Oneill	Holt	ST Anthonys Hosp	1	1	1	-	36	"486,517"	"255,855"	04	50	3
183	0047	Nebraska	Osceola	Polk	Annie Jeffrey Mem Hosp	3	1	1	8	-	"232,612"	"19,710"	10	55	3
183	0021	Nebraska	Pawnee City	Pawnee	Pawnee CO Mem Hosp	1	1	1	-	25	"235,585"	"124,638"	02	49	3
183	0040	Nebraska	Pender	Thurston	Pender Community Hosp	1	1	1	-	24	"312,172"	"153,836"	01	54	3
183	0023	Nebraska	Plainview	Pierce	Plainview Gen Hosp	1	1	2	8	-	"78,728"	"8,939"	05	51	3
183	0043	Nebraska	Red Cloud	Webster	Webster CO Comm Hosp	3	1	1	-	20	"330,902"	"130,049"	01	55	3
183	0036	Nebraska	Schuyler	Colfax	Memorial Hosp	1	1	1	-	25	"346,910"	"173,074"	04	52	3
184	0014	Nebraska	Scottsbluff	Scotts Bluff	ST Mary Hosp	1	1	1	8	-	"1,481,191"	"64,310"	09	48	3
184	0095	Nebraska	Scottsbluff	Scotts Bluff	West Nebr Gen Hosp	1	1	4	6	82	"3,297,548"	"1,316,000"	11	64	3
184	D095	Nebraska	Scottsbluff	Scotts Bluff	West Nebr Gen Hosp	1	9	4	-	-	"306,812"	"122,725"	11	64	3
184	0017	Nebraska	Seward	Seward	Memorial Hosp	1	1	1	-	26	"219,823"	"70,608"	09	48	3
184	0091	Nebraska	Seward	Seward	Memorial Hosp	1	LTU	5	-	20	"439,087"	"148,763"	08	63	3
184	0061	Nebraska	Sidney	Cheyenne	Memorial Hosp	1	LTU	2	-	40	"316,334"	"124,634"	01	59	3
184	0039	Nebraska	Sidney	Cheyenne	Memorial Hosp	1	1	1	-	50	"751,761"	"374,186"	10	53	3
184	0092	Nebraska	Sidney	Cheyenne	Memorial Hosp	1	LTU	2	-	16	"136,547"	"54,619"	04	63	3
184	0019	Nebraska	Spalding	Greeley	ST John Hosp	1	1	1	-	20	"220,273"	"116,541"	08	50	3
184	0041	Nebraska	ST Paul	Howard	Howard CO Comm Hosp	3	1	1	-	20	"262,204"	"129,852"	01	54	3
184	0094	Nebraska	Stromsburg	Polk	Midwest Covenant Home	1	0	1	-	24	"310,462"	"116,580"	04	63	3
184	0026	Nebraska	Syracuse	Otoe	Comm Mem Hosp	1	1	1	-	20	"271,993"	"141,668"	06	50	3
184	0053	Nebraska	Tecumsem	Johnson	Johnson CO Hosp	3	1	1	-	20	"327,482"	"130,993"	11	56	3
184	0006	Nebraska	Wahoo	Saunders	Saunders CO Comm Hosp	3	1	1	-	31	"330,746"	"107,045"	04	48	3
184	0012	Nebraska	Wakefield	Wayne	Wakefield Comm Hosp	2	1	1	-	18	"182,419"	"60,147"	09	48	3
184	0004	Nebraska	West Point	Cuming	West Point Memorial	1	1	1	-	75	"1,181,166"	"238,256"	10	48	3
184	0025	Nevada	Battle MT	Lander	Battle MT Gen Hosp	3	1	4	-	10	"522,108"	"231,043"	02	66	3
184	L025	Nevada	Battle MT	Lander	Battle MT Gen Hosp	3	LTU	4	-	5	"129,730"	"63,859"	02	66	3
184	M031	Nevada	Carson City	Ormsby	Carson Tahoe Hosp	3	1	4	-	25	"877,336"	"355,268"	03	67	3
184	0031	Nevada	Carson City	Ormsby	Carson Tahoe Hosp	3	1	4	-	40	"1,756,554"	"491,439"	03	67	3
184	0030	Nevada	East Ely	White Pine	William Bee Ririe Hosp	3	1	4	-	9	"339,528"	"169,876"	03	67	3
184	M030	Nevada	East Ely	White Pine	William Bee Ririe Hosp	3	1	4	-	31	"1,101,591"	"551,249"	03	67	3
184	0015	Nevada	Elko	Elko	Elko General Hosp	3	9	2	-	-	"202,721"	"101,360"	04	57	3
184	0015	Nevada	Elko	Elko	Elko General Hosp	3	1	2	-	32	"900,254"	"298,800"	04	57	3
184	0026	Nevada	Eureka	Eureka	Eureka Diag Treat CTR	3	9	1	-	-	"140,406"	"69,596"	09	65	3
184	0008	Nevada	Fallon	Churchill	Churchill Public Hosp	3	1	2	-	20	"149,850"	"53,000"	01	53	3
184	0027	Nevada	Fallon	Churchill	Churchill Public Hosp	3	1	3	-	-	"474,331"	"245,265"	05	66	3
184	0001	Nevada	Fallon	Churchill	Churchill Public Hosp	3	1	1	-	21	"229,384"	"6,597"	05	49	3
184	N022	Nevada	Hawthorne	Mineral	MT Grant General Hosp	3	LTU	1	-	10	"107,921"	"53,961"	05	64	3
184	0022	Nevada	Hawthorne	Mineral	MT Grant General Hosp	3	1	1	-	25	"652,698"	"365,660"	10	62	3
184	NH17	Nevada	Henderson	Clark	Rose De Lima Hosp	1	LTU	2	-	26	"222,595"	"104,260"	05	58	3
184	D017	Nevada	Henderson	Clark	Rose De Lima Hosp	1	9	2	-	-	"376,724"	"176,021"	05	58	3
184	0017	Nevada	Henderson	Clark	Rose De Lima Hosp	1	1	5	4	54	"1,028,755"	"301,200"	05	58	3
184	D014	Nevada	Las Vegas	Clark	Southern Nevada Hosp	3	9	5	1	-	"400,168"	"200,084"	03	56	3
184	0011	Nevada	Las Vegas	Clark	Southern Nevada Hosp	3	1	5	4	72	"876,016"	"437,955"	01	54	3
185	0021	Nevada	Las Vegas	Clark	Southern Nevada Hosp	3	1	6	-	28	"696,130"	"123,151"	03	62	3
185	N021	Nevada	Las Vegas	Clark	Southern Nevada Hosp	3	LTU	6	4	56	"787,659"	"393,829"	03	62	3
185	D021	Nevada	Las Vegas	Clark	Southern Nevada Hosp	3	9	2	-	-	"186,200"	"93,100"	08	62	3
185	R033	Nevada	Las Vegas	Clark	Variety SCH Treat CTR	3	6	2	-	-	"224,350"	"106,207"	05	69	3
185	NH19	Nevada	Lovelock	Pershing	Pershing General Hosp	3	LTU	1	-	25	"447,440"	"223,720"	02	60	3
185	0019	Nevada	Lovelock	Pershing	Pershing General Hosp	3	1	1	-	20	"734,906"	"441,809"	02	60	3
185	NH18	Nevada	Reno	Washoe	ST Marys Hosp	1	LTU	2	-	26	"307,911"	"153,881"	06	59	3
185	DT18	Nevada	Reno	Washoe	ST Marys Hosp	1	9	2	-	-	"477,176"	"233,984"	06	59	3
185	0024	Nevada	Reno	Washoe	ST Marys Hosp	1	1	5	-	33	"650,663"	"130,000"	06	65	3
185	0003	Nevada	Reno	Washoe	ST Marys Hosp	1	1	5	-	35	"786,488"	"251,840"	06	50	3
185	N024	Nevada	Reno	Washoe	ST Marys Hosp	1	LTU	5	4	32	"780,547"	"389,530"	06	65	3
185	R034	Nevada	Reno	Washoe	Washoe Med Center	3	6	5	4	-	"1,204,146"	"318,486"	06	69	2
185	0023	Nevada	Reno	Washoe	Washoe Med Center	3	LTU	6	-	68	"665,315"	"332,658"	12	62	3
185	D013	Nevada	Reno	Washoe	Washoe Med Center	3	9	2	-	-	"740,904"	"216,690"	03	56	3
185	0010	Nevada	Reno	Washoe	Washoe Med Center	3	1	2	-	74	"416,667"	"166,667"	01	53	3
185	0007	Nevada	Reno	Washoe	Washoe Med Center	3	1	5	1	-	"23,400"	"7,808"	10	51	3
185	0004	Nevada	Sparks	Washoe	Nevada State Hosp	4	3	2	-	60	"156,033"	"52,011"	04	51	3
185	0012	Nevada	Sparks	Washoe	Nevada State Hosp	4	3	2	-	130	"671,906"	"100,000"	04	56	3
185	0002	Nevada	Sparks	Washoe	Nevada State Hosp	4	3	3	-	20	"25,183"	"2,511"	08	49	3
185	0006	Nevada	Sparks	Washoe	Nevada State Hosp	4	3	4	4	-	"83,067"	"27,689"	06	51	3
185	0028	Nevada	Tonopah	Nye	Nye General Hosp	3	LTU	4	-	22	"701,733"	"350,145"	08	66	3
185	M035	Nevada	Tonopah	Nye	Nye General Hosp	3	1	8	4	17	"1,172,359"	"611,709"	06	69	2
185	0036	Nevada	Winnemucca	Humboldt	Humboldt CO Gen Hosp	3	1	4	-	44	"1,497,000"	"739,957"	06	71	2
185	M029	Nevada	Yerington	Lyon	Lyon Health Center	3	1	3	4	-	"191,564"	"86,140"	01	67	3
185	0009	Nevada	Yerington	Lyon	Lyon Health Center	3	1	1	-	15	"404,750"	"242,329"	01	53	3
185	0020	Nevada	Yerington	Lyon	Lyon Health Center	3	LTU	6	-	16	"297,201"	"112,078"	10	61	3
185	0017	New Hampshire	Berlin	Coos	ST Louis Hosp	1	1	2	8	-	"18,903"	"6,301"	11	56	3
185	0037	New Hampshire	Berlin	Coos	ST Vincent De Paul Home	1	0	1	-	65	"1,093,052"	"448,294"	06	61	3
185	0057	New Hampshire	Boscawen	Merrimack	Merrimack County Home	3	0	2	-	68	"779,864"	"258,295"	06	66	3
185	0020	New Hampshire	Brentwood	Rockingham	Rockingham CO Home	3	0	5	-	86	"770,558"	"186,344"	03	57	3
185	A026	New Hampshire	Claremont	Sullivan	Claremont General Hosp	1	1	2	-	26	"837,402"	"273,046"	08	58	3
185	0066	New Hampshire	Claremont	Sullivan	Claremont General Hosp	1	9	2	4	-	"111,630"	"37,210"	01	70	3
185	B026	New Hampshire	Claremont	Sullivan	Claremont General Hosp	1	9	2	-	-	"196,172"	"98,086"	07	59	3
185	0040	New Hampshire	Concord	Merrimack	Concord Hosp	1	1	2	6	-	"744,014"	"248,005"	06	61	3
185	0010	New Hampshire	Concord	Merrimack	Concord Hosp	1	1	1	-	148	"3,499,702"	"852,147"	04	53	3
186	0011	New Hampshire	Concord	Merrimack	NH Mental Hygiene	4	9	4	-	-	"142,979"	"66,584"	06	56	3
186	0002	New Hampshire	Conway	Carroll	Memorial Hosp	1	1	5	-	17	"271,019"	"90,340"	02	49	3
186	A043	New Hampshire	Derry	Rockingham	Alexander Eastman Hosp	1	1	1	-	25	"786,500"	"261,385"	10	62	3
186	B043	New Hampshire	Derry	Rockingham	Alexander Eastman Hosp	1	9	1	-	-	"113,650"	"56,825"	10	62	3
186	0021	New Hampshire	Dover	Strafford	ST Ann Home	1	0	1	-	20	"615,030"	"115,022"	03	57	3
186	0064	New Hampshire	Dover	Strafford	Strafford County Home	3	0	6	4	80	"1,113,429"	"246,718"	01	69	2
186	0060	New Hampshire	Dover	Strafford	Wentworth Douglass Hosp	3	1	5	4	58	"1,890,377"	"305,000"	05	67	3
186	0014	New Hampshire	Dover	Strafford	Wentworth Douglass Hosp	2	9	3	-	-	"33,659"	"16,824"	06	56	3
186	0030	New Hampshire	Dover	Strafford	Wentworth Douglass Hosp	2	1	5	4	50	"881,577"	"283,293"	02	60	3
186	0007	New Hampshire	Dover	Strafford	Wentworth Douglass Hosp	2	1	5	1	42	"769,332"	"252,000"	09	52	3
186	0031	New Hampshire	Exeter	Rockingham	Eventide Home	1	0	2	-	10	"171,352"	"41,325"	09	59	3
186	B027	New Hampshire	Exeter	Rockingham	Exeter Hosp	1	9	5	-	-	"222,353"	"111,176"	10	58	3
186	A027	New Hampshire	Exeter	Rockingham	Exeter Hosp	1	1	5	4	24	"1,184,923"	"392,660"	10	58	3
186	A036	New Hampshire	Franklin	Merrimack	Franklin Hosp	1	1	4	-	43	"973,964"	"323,708"	02	61	3
186	B036	New Hampshire	Franklin	Merrimack	Franklin Hosp	1	9	1	-	-	"112,667"	"56,333"	02	61	3
186	0069	New Hampshire	Greenfield	Hillsboro	Crotched MT Rehab CTR	1	6	5	-	-	"787,000"	"258,161"	03	70	2
186	0029	New Hampshire	Greenfield	Hillsboro	Crotched MT Rehab CTR	1	6	2	-	-	"584,549"	"200,000"	06	59	3
186	0013	New Hampshire	Greenfield	Hillsboro	Crotched MT Rehab CTR	1	6	2	-	-	"605,028"	"150,000"	06	56	3
186	0053	New Hampshire	Greenfield	Hillsboro	Crotched MT Rehab CTR	1	6	9	4	-	"71,013"	"35,506"	06	66	3
186	0034	New Hampshire	Hanover	Grafton	Mary Hitchcock Mem Hosp	1	9	2	-	-	"318,443"	"101,046"	06	60	3
186	0047	New Hampshire	Hanover	Grafton	Mary Hitchcock Mem Hosp	1	1	5	4	-	"863,365"	"33,900"	09	63	3
186	0009	New Hampshire	Hanover	Grafton	Mary Hitchcock Mem Hosp	1	1	5	-	88	"2,112,967"	"645,465"	05	50	3
186	B015	New Hampshire	Hanover	Grafton	Mary Hitchcock Mem Hosp	1	9	2	-	-	"441,786"	"180,335"	06	56	3
186	A015	New Hampshire	Hanover	Grafton	Mary Hitchcock Mem Hosp	1	LTU	2	4	-	"94,380"	"47,190"	06	56	3
186	0001	New Hampshire	Hanover	Grafton	Mary Hitchcock Mem Hosp	1	1	5	6	-	"906,170"	"302,056"	08	48	3
186	B028	New Hampshire	Haverhill	Grafton	Cottage Hosp	1	9	1	-	-	"65,662"	"32,831"	05	59	3
186	A028	New Hampshire	Haverhill	Grafton	Cottage Hosp	1	1	1	-	25	"520,568"	"173,523"	05	59	3
186	0063	New Hampshire	Haverhill	Grafton	Grafton CO NRSNG Home	3	0	6	4	80	"878,190"	"226,409"	05	69	3
186	A012	New Hampshire	Keene	Cheshire	Elliot Community Hosp	1	LTU	5	-	24	"231,303"	"112,671"	04	56	3
186	B012	New Hampshire	Keene	Cheshire	Elliot Community Hosp	1	9	5	-	-	"299,441"	"146,174"	04	56	3
186	0044	New Hampshire	Laconia	Belknap	Belknap County Home	3	0	6	4	40	"393,277"	"128,406"	11	62	3
186	0055	New Hampshire	Laconia	Belknap	Belknap County Home	3	0	6	4	40	"361,989"	"110,494"	03	65	3
186	B045	New Hampshire	Laconia	Belknap	Laconia State School	4	6	2	-	-	"72,260"	"29,200"	11	62	3
186	A045	New Hampshire	Laconia	Belknap	Laconia State School	4	LTU	2	-	22	"134,225"	"44,742"	11	62	3
186	B061	New Hampshire	Laconia	Belknap	Lakes Region Gen Hosp	1	1	8	-	91	"2,014,798"	"543,859"	09	67	3
186	A061	New Hampshire	Laconia	Belknap	Lakes Region Gen Hosp	1	1	6	4	75	"2,653,953"	"456,198"	09	67	3
186	0008	New Hampshire	Laconia	Belknap	Lakes Region Gen Hosp	1	1	5	-	36	"1,153,528"	"343,120"	09	50	3
187	A033	New Hampshire	Laconia	Belknap	Lakes Region GEN Hosp	1	1	2	4	-	"108,176"	"35,083"	06	60	3
187	B033	New Hampshire	Laconia	Belknap	Lakes Region GEN Hosp	1	9	2	-	-	"83,518"	"41,573"	06	60	3
187	B022	New Hampshire	Lancaster	Coos	Beatrice Weeks MEM Hosp	1	9	2	-	-	"33,674"	"16,837"	07	57	3
187	A022	New Hampshire	Lancaster	Coos	Beatrice Weeks MEM Hosp	1	1	5	-	16	"386,992"	"128,997"	07	57	3
187	0046	New Hampshire	Lebanon	Grafton	Alice Peck Day MEM Hosp	1	1	4	-	24	"820,309"	"26,084"	11	62	3
187	B039	New Hampshire	Littleton	Grafton	Littleton Hosp	1	9	5	4	-	"86,684"	"43,342"	12	61	3
187	A039	New Hampshire	Littleton	Grafton	Littleton Hosp	1	1	5	-	17	"679,753"	"218,079"	12	61	3
187	B052	New Hampshire	Manchester	Hillsboro	Elliot Hosp	1	9	5	-	-	"846,000"	"423,000"	05	65	3
187	0042	New Hampshire	Manchester	Hillsboro	Elliot Hosp	1	1	5	-	23	"408,845"	"135,299"	12	63	3
187	A052	New Hampshire	Manchester	Hillsboro	Elliot Hosp	1	1	5	4	47	"940,591"	"304,515"	05	65	3
187	0051	New Hampshire	Manchester	Hillsboro	Manchester Rehab CTR	1	6	1	-	-	"300,622"	"51,377"	06	64	3
187	0059	New Hampshire	Manchester	Hillsboro	MT Carmel Home	1	0	4	-	96	"2,318,802"	"501,867"	03	67	3
187	0018	New Hampshire	Manchester	Hillsboro	Notre Dame Hosp	1	9	2	8	-	"2,302"	"1,151"	02	57	3
187	0025	New Hampshire	Manchester	Hillsboro	Notre Dame Hosp	1	1	8	4	-	"166,259"	"55,292"	06	58	3
187	0032	New Hampshire	Manchester	Hillsboro	Sacred Heart Hosp	1	9	3	8	-	"5,656"	"2,828"	04	60	3
187	0048	New Hampshire	Manchester	Hillsboro	Sacred Heart Hosp	1	9	3	-	-	"54,059"	"26,818"	04	63	3
187	A035	New Hampshire	Nashua	Hillsboro	Memorial Hosp	1	1	5	4	72	"1,255,370"	"414,103"	01	61	3
187	B035	New Hampshire	Nashua	Hillsboro	Memorial Hosp	1	9	2	-	-	"230,161"	"115,080"	01	61	3
187	0056	New Hampshire	Nashua	Hillsboro	ST Josephs Hosp	1	1	4	-	176	"4,827,493"	"1,082,000"	07	65	3
187	B050	New Hampshire	New London	Merrimack	New London Hosp	1	9	5	4	-	"129,935"	"64,665"	05	64	3
187	B016	New Hampshire	New London	Merrimack	New London Hosp	1	9	1	-	-	"64,874"	"32,437"	02	57	3
187	A016	New Hampshire	New London	Merrimack	New London Hosp	1	1	1	-	24	"592,364"	"193,634"	08	56	3
187	A050	New Hampshire	New London	Merrimack	New London Hosp	1	1	5	4	7	"208,049"	"68,712"	05	64	3
187	0004	New Hampshire	Newport	Sullivan	Newport Hosp	1	1	1	-	25	"367,793"	"122,598"	05	49	3
187	0054	New Hampshire	Peterborough	Hillsboro	Monadnock Comm Hosp	1	1	5	4	39	"847,167"	"278,284"	03	65	3
187	B054	New Hampshire	Peterborough	Hillsboro	Monadnock Comm Hosp	1	9	5	-	-	"194,000"	"97,000"	03	65	3
187	0006	New Hampshire	Peterborough	Hillsboro	Monadnock Comm Hosp	1	1	5	-	14	"550,745"	"181,207"	07	49	3
187	0023	New Hampshire	Plymouth	Grafton	Sceva Speare MEM Hosp	1	9	3	4	-	"107,960"	"35,326"	08	57	3
187	0003	New Hampshire	Plymouth	Grafton	Sceva Speare MEM Hosp	1	1	1	-	31	"589,655"	"180,237"	05	49	3
187	B068	New Hampshire	Plymouth	Grafton	Sceva Speare MEM Hosp	1	1	3	-	-	"57,000"	"19,000"	01	71	3
187	0068	New Hampshire	Plymouth	Grafton	Sceva Speare MEM Hosp	1	9	5	4	-	"175,462"	"58,086"	01	70	3
187	A041	New Hampshire	Portsmouth	Rockingham	Portsmouth Hosp	1	1	7	4	104	"1,725,576"	"571,846"	03	62	3
187	B041	New Hampshire	Portsmouth	Rockingham	Portsmouth Hosp	1	9	2	-	-	"204,530"	"102,265"	03	62	3
187	0062	New Hampshire	Portsmouth	Rockingham	Portsmouth Rehab CTR	1	6	5	4	-	"156,000"	"78,000"	06	68	2
187	0038	New Hampshire	Portsmouth	Rockingham	Portsmouth Rehab CTR	1	6	1	-	-	"242,423"	"120,907"	06	61	3
187	A019	New Hampshire	Rochester	Strafford	Frisbie MEM Hosp	1	1	5	-	22	"778,050"	"257,825"	01	57	3
187	B058	New Hampshire	Rochester	Strafford	Frisbie MEM Hosp	1	1	8	4	34	"509,364"	"169,788"	04	68	3
188	B019	New Hampshire	Rochester	Strafford	Frisbie MEM Hosp	1	9	5	-	-	"115,689"	"57,845"	01	57	3
188	A058	New Hampshire	Rochester	Strafford	Frisbie MEM Hosp	1	1	5	4	12	"537,131"	"113,192"	04	68	3
188	0049	New Hampshire	Tilton	Belknap	Spaulding Youth CTR	1	6	2	-	-	"156,430"	"65,000"	05	63	3
188	0024	New Hampshire	Wolfeboro	Carroll	Huggins Hosp	1	9	2	-	-	"124,730"	"56,978"	07	57	3
188	A067	New Hampshire	Wolfeboro	Carroll	Huggins Hosp	1	1	6	4	26	"1,945,218"	"200,000"	01	70	2
188	B067	New Hampshire	Wolfeboro	Carroll	Huggins Hosp	1	1	9	4	26	"714,282"	"200,000"	01	70	2
188	0005	New Hampshire	Wolfeboro	Carroll	Huggins Hosp	1	1	5	4	46	"510,401"	"169,599"	06	49	3
188	0050	New Jersey	Ancora	Camden	Fourth State Hosp	4	3	1	4	384	"7,409,674"	"1,199,999"	04	51	3
188	0477	New Jersey	Atlantic City	Atlantic	Atlantic City Hosp	1	9	2	-	-	"188,386"	"56,526"	03	65	3
188	0120	New Jersey	Atlantic City	Atlantic	Atlantic City Hosp	1	1	5	4	96	"3,085,955"	"762,840"	10	55	3
188	6708	New Jersey	Atlantic City	Atlantic	Atlantic City Hosp	1	9	8	4	-	"847,652"	"248,745"	02	68	3
188	0248	New Jersey	Bayonne	Huoson	Bayonne Hosp and Disp	1	9	2	-	-	"212,622"	"74,227"	01	59	3
188	6611	New Jersey	Bayonne	Hudson	Bayonne Hosp and Disp	1	1	5	4	130	"2,287,760"	"525,000"	04	67	3
188	6705	New Jersey	Belleville	Essex	Cerebral Palsy Center	1	6	5	-	-	"125,404"	"32,522"	03	68	3
188	6801	New Jersey	Belleville	Essex	Clara Maass MEM Hosp	1	LTU	2	4	150	"4,417,781"	"927,267"	09	68	2
188	0486	New Jersey	Belleville	Essex	Clara Maass MEM Hosp	1	1	5	4	24	"4,633,280"	"145,969"	05	65	3
188	0480	New Jersey	Berkeley HGTS	Union	John E Runnells Hosp	3	LTU	2	4	-	"408,696"	"79,846"	06	65	3
188	0338	New Jersey	Berkeley HGTS	Union	John E Runnells Hosp	3	LTU	2	-	50	"636,231"	"145,930"	01	61	3
188	0389	New Jersey	Berkeley HGTS	Union	John E Runnells Hosp	3	LTU	2	-	50	"487,114"	"129,597"	01	63	3
188	0285	New Jersey	Berkeley HGTS	Union	John E Runnells Hosp	3	LTU	5	4	36	"122,759"	"33,527"	02	59	3
188	6914	New Jersey	Boonton TWP	Morris	Riverside Hosp	1	1	5	4	44	"3,385,500"	"450,000"	09	69	2
188	0362	New Jersey	Bordentown	Burlington	EDW R Johnstone RES CTR	4	3	2	4	36	"1,278,468"	"300,000"	05	64	3
188	0131	New Jersey	Bridgeton	Cumberland	Bridgeton Hosp	1	1	5	-	63	"854,750"	"188,820"	01	55	3
188	6613	New Jersey	Browns Mills	Burlington	Deborah Hosp	1	1	3	4	-	"635,504"	"121,730"	01	67	3
188	6912	New Jersey	Browns Mills	Burlington	Deborah Hosp	1	1	2	-	30	"290,436"	"69,164"	10	69	3
188	7009	New Jersey	Camden	Camden	Cooper Hosp	1	9	3	4	-	"624,638"	"148,331"	11	70	2
188	0454	New Jersey	Camden	Camden	Cooper Hosp	1	9	5	4	-	"161,186"	"56,161"	05	65	3
188	B203	New Jersey	Camden	Camden	Cooper Hosp	1	LTU	2	-	28	"194,841"	"62,196"	03	58	3
188	A203	New Jersey	Camden	Camden	Cooper Hosp	1	1	5	4	353	"2,707,866"	"932,945"	03	58	3
188	0025	New Jersey	Camden	Camden	Our Lady of Lourdes	1	1	1	8	-	"4,478,416"	"159,037"	01	50	3
188	6702	New Jersey	Camden	Camden	West Jersey Hosp	1	1	5	-	54	"1,076,400"	"302,190"	02	68	3
188	0013	New Jersey	Cape May CT HS	Cape May	Burdette Tomlin MEM	1	1	1	-	65	"703,146"	"234,382"	10	48	3
188	0346	New Jersey	Cape May CT HS	Cape May	Burdette Tomlin MEM	1	1	5	4	66	"966,984"	"310,765"	04	62	3
188	0282	New Jersey	Cape May CT HS	Cape May	Crest Haven Nrsng Home	3	0	2	-	53	"338,884"	"115,605"	11	58	3
188	0317	New Jersey	Cedar Grove	Essex	Overbrook Hosp	3	3	5	4	45	"486,088"	"115,134"	03	60	3
189	0198	New Jersey	Cedar Grove	Essex	Overbrook Hosp	3	3	2	-	500	"2,466,356"	"408,504"	10	56	3
189	0039	New Jersey	Cedar Grove	Essex	Overbrook Hosp	3	3	2	-	100	"1,504,772"	"350,000"	08	50	3
189	0485	New Jersey	Cedar Grove	Essex	Overbrook Hosp	3	3	5	4	-	"572,026"	"183,043"	06	65	3
189	6924	New Jersey	E Orange	Essex	E Orange General Hosp	1	1	3	8	-	"150,000"	"43,049"	02	70	2
189	B475	New Jersey	Edison	Middlesex	John F Kennedy Mem Hosp	1	9	1	-	-	"302,786"	"97,261"	06	65	3
189	A475	New Jersey	Edison	Middlesex	John F Kennedy Mem Hosp	1	1	1	-	202	"5,694,747"	"1,528,482"	06	65	3
189	6910	New Jersey	Elizabeth	Union	Alexian Brothers Hosp	1	LTU	2	4	100	"3,251,903"	"1,003,641"	01	70	2
